year,president,party,afghanistan,afraid,army,battle,combat,conflict,cyber,cybersecurity,enemies,enemy,fear,fears,fight,fights,force,fought,genocide,iran,iraq,isis,israel,jihad,korea,marine,marines,militant,military,missile,missiles,navy,nuclear,proxy,qaeda,russia,soldier,soldiers,soviet,struggle,taliban,terror,terrorism,terrorist,terrorists,threat,threaten,threatens,threats,trench,trenches,troop,troops,ussr,vietnam,war,warfare,wars,wartime,war_total,speech_total,percent_war
1886,Cleveland,Democratic,0,0,5,1,0,2,0,0,1,0,1,0,0,0,8,2,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,1,8,6,0,3,0,1,0,0,0,6,6,1,0,1,0,0,0,0,0,26,0,0,0,88,15135,0.581433763
1887,Cleveland,Democratic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,10,5289,0.189071658
1888,Cleveland,Democratic,0,0,5,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,2,1,0,0,2,0,0,4,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,42,9020,0.465631929
1889,Harrison,Republican,0,0,4,3,0,2,0,0,1,0,1,0,2,0,13,0,0,0,0,0,0,0,1,3,0,0,4,0,0,6,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,24,0,0,0,76,13001,0.584570418
1890,Harrison,Republican,0,0,2,0,0,3,0,0,0,0,3,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,16,0,0,0,49,11522,0.42527339
1891,Harrison,Republican,0,0,4,0,0,1,0,0,1,0,1,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,1,0,0,8,0,0,0,3,3,3,0,3,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,22,0,1,0,74,16292,0.454210656
1892,Harrison,Republican,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,9,0,0,0,0,1,1,0,1,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,20,0,0,0,52,13678,0.38017254
1893,Cleveland,Democratic,0,0,13,7,0,5,0,0,0,0,1,0,0,0,12,1,0,1,0,0,0,0,0,2,0,0,11,0,0,10,0,0,0,2,3,3,0,4,0,1,0,0,0,1,1,0,0,0,0,4,4,0,0,22,0,1,0,109,12283,0.887405357
1894,Cleveland,Democratic,0,0,15,6,0,1,0,0,0,0,3,1,0,0,19,2,0,0,0,0,0,0,2,1,1,0,9,0,0,18,0,0,0,8,6,5,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,42,1,2,0,150,15892,0.94387113
1895,Cleveland,Democratic,0,0,0,0,0,2,0,0,1,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,9,1,1,0,6,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,22,0,0,0,79,14671,0.538477268
1896,Cleveland,Democratic,0,0,7,7,2,4,0,0,1,1,2,0,1,1,18,0,0,0,0,0,0,0,0,3,0,0,9,0,0,9,0,0,0,1,3,3,0,4,0,0,0,0,0,4,4,0,0,2,0,3,3,0,0,20,0,0,0,112,15443,0.725247685
1897,McKinley,Republican,0,0,2,5,0,8,0,0,0,0,1,0,1,0,17,0,0,0,0,0,0,0,0,5,0,0,8,0,0,8,0,0,0,1,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,46,4,0,0,114,12110,0.941370768
1898,McKinley,Republican,0,0,20,9,3,5,0,0,0,10,1,1,3,0,43,0,0,1,0,1,0,0,0,7,3,0,23,0,0,21,0,0,0,6,6,4,0,4,0,0,0,0,0,0,0,0,0,1,0,9,9,0,0,93,1,0,0,284,20208,1.405384006
1899,McKinley,Republican,0,0,14,1,2,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,2,0,5,0,0,9,0,0,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,35,1,1,0,111,15133,0.733496333
1900,McKinley,Republican,0,0,9,3,0,5,0,0,0,2,1,0,1,0,27,2,0,0,0,0,0,0,0,7,4,0,31,0,0,7,0,0,0,9,5,3,0,0,0,0,0,0,0,1,1,0,0,2,1,9,9,0,0,51,1,1,0,192,19134,1.003449357
1901,Roosevelt,Republican,0,0,20,6,1,0,0,0,0,2,6,0,11,1,18,0,0,0,0,4,0,0,0,6,2,0,11,0,0,30,0,0,0,0,6,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,59,1,3,0,192,19595,0.979841796
1902,Roosevelt,Democratic,0,0,7,1,0,0,0,0,0,0,4,0,1,0,8,0,0,0,0,2,0,0,0,0,0,0,2,0,0,15,0,0,0,0,3,0,0,2,0,0,0,0,0,3,2,1,0,0,0,3,2,0,0,31,3,2,0,92,9756,0.94300943
1903,Roosevelt,Republican,0,0,6,1,1,2,0,0,0,1,1,0,2,0,21,0,0,0,0,0,0,0,1,4,1,0,4,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5,5,0,0,50,1,1,0,122,14876,0.820112934
1904,Roosevelt,Democratic,0,1,14,5,0,1,0,0,2,2,2,0,2,0,19,0,0,0,0,1,0,0,0,4,0,0,1,0,0,13,0,0,0,6,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,3,3,0,0,46,1,1,0,132,17406,0.758359186
1905,Roosevelt,Democratic,0,0,20,7,0,5,0,0,1,4,1,0,7,0,37,0,0,0,0,0,0,0,0,4,0,0,8,0,0,21,0,0,0,3,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,2,2,0,0,62,0,3,0,197,25033,0.786961211
1906,Roosevelt,Republican,0,0,15,5,3,5,0,0,2,1,7,0,5,0,19,2,0,0,0,2,0,0,0,2,0,0,4,0,0,24,0,0,0,6,4,1,0,0,0,0,0,0,0,7,7,0,0,0,0,6,6,0,0,69,1,1,0,204,23575,0.865323436
1907,Roosevelt,Democratic,0,0,36,17,1,2,0,0,3,1,1,0,2,0,18,3,0,0,0,2,0,0,0,2,1,0,3,0,0,31,0,0,0,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,1,0,0,80,0,4,0,218,27382,0.796143452
1908,Roosevelt,Democratic,0,0,10,7,0,4,0,0,2,2,4,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,38,0,0,0,102,19383,0.526234329
1909,Taft,Republican,0,0,7,2,0,0,0,0,0,2,1,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,10,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,20,0,1,0,78,13889,0.561595507
1910,Taft,Republican,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,5,0,0,1,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20,0,0,0,46,6763,0.680171522
1911,Taft,Republican,0,0,18,8,2,4,0,0,0,0,4,1,6,0,19,0,0,0,0,0,0,0,1,5,1,0,9,0,0,23,0,0,0,7,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,19,18,0,0,39,0,0,0,191,23704,0.805771178
1912,Taft,Republican,0,0,31,8,1,4,0,0,0,0,2,1,0,0,39,1,0,0,0,1,0,0,0,8,5,0,8,0,0,23,0,0,0,2,5,2,0,1,0,0,0,0,0,5,5,0,0,0,0,4,4,0,0,59,1,4,0,224,25150,0.890656064
1913,Wilson,Democratic,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7,0,0,0,12,3552,0.337837838
1914,Wilson,Democratic,0,0,3,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,12,0,0,0,34,4533,0.750055151
1915,Wilson,Democratic,0,0,8,14,0,2,0,0,1,0,1,0,3,0,7,0,0,0,0,0,0,0,0,18,15,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,17,0,0,0,103,7686,1.340098881
1916,Wilson,Democratic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2117,0.33065659
1917,Wilson,Democratic,0,0,0,1,0,0,0,0,6,0,4,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,36,1,0,0,71,3913,1.814464605
1918,Wilson,Democratic,0,0,0,5,0,1,0,0,2,3,1,0,1,0,7,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,28,0,0,0,66,5465,1.20768527
1919,Wilson,Democratic,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,17,0,0,0,38,4755,0.79915878
1920,Wilson,Democratic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,25,2705,0.924214418
1921,Harding,Republican,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,44,5604,0.785153462
1922,Harding,Republican,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,26,0,0,0,48,5744,0.835654596
1923,Coolidge,Republican,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,19,0,1,0,49,6701,0.731234144
1924,Coolidge,Republican,0,0,5,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,22,0,1,0,56,6964,0.804135554
1925,Coolidge,Republican,0,0,7,2,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,2,0,7,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,36,0,2,0,92,10843,0.84847367
1926,Coolidge,Republican,0,0,8,0,0,4,0,0,1,1,2,1,0,0,11,0,0,0,0,1,0,0,0,5,1,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,37,2,3,0,92,10308,0.892510671
1927,Coolidge,Republican,0,0,4,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,4,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,18,0,1,1,53,8777,0.603850974
1928,Coolidge,Republican,0,0,6,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,20,1,1,0,48,8060,0.595533499
1929,Hoover,Republican,0,0,7,0,0,5,0,0,0,2,3,1,0,0,30,0,0,0,0,2,0,0,0,9,3,0,0,0,0,4,0,0,0,1,2,2,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,29,0,0,0,106,10993,0.964249977
1930,Hoover,Republican,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,23,4546,0.505939287
1931,Hoover,Republican,0,1,2,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,10,0,0,0,35,5686,0.615546957
1932,Hoover,Republican,0,0,0,0,0,1,0,0,0,0,1,1,1,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,27,4210,0.641330166
1934,Roosevelt,Republican,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,11,2223,0.494826811
1935,Roosevelt,Republican,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,10,3515,0.284495021
1936,Roosevelt,Democratic,0,0,0,2,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,22,1,2,0,46,3810,1.207349081
1937,Roosevelt,Democratic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,13,2730,0.476190476
1938,Roosevelt,Democratic,0,0,0,0,0,1,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,7,0,0,0,21,4677,0.449005773
1939,Roosevelt,Republican,0,1,0,0,0,1,0,0,1,1,3,1,1,0,7,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,11,0,2,0,40,3736,1.070663812
1940,Roosevelt,Democratic,0,0,3,0,1,1,0,0,0,0,3,0,2,0,10,0,0,0,0,1,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21,0,6,0,58,3170,1.829652997
1941,Roosevelt,Republican,0,0,1,0,0,0,0,0,0,1,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,8,4,0,1,0,0,2,2,0,0,25,1,4,1,63,3288,1.916058394
1942,Roosevelt,Republican,0,1,0,1,3,3,0,0,6,8,1,0,18,0,14,2,0,0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,0,108,3470,3.112391931
1943,Roosevelt,Republican,0,0,2,9,2,1,0,0,3,6,3,1,16,0,11,2,0,0,0,1,0,0,0,3,3,0,7,0,0,1,0,0,0,6,3,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,57,1,2,1,147,4533,3.242885506
1944,Roosevelt,Democratic,0,0,1,4,0,1,0,0,5,0,3,1,5,0,7,0,0,0,0,1,0,0,0,2,2,0,3,0,0,2,0,0,0,1,7,5,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,57,0,1,2,116,3755,3.089214381
1945,Roosevelt,Democratic,0,0,20,11,3,2,0,0,11,10,0,0,20,0,37,7,0,0,0,0,0,0,0,2,2,0,10,0,0,8,0,0,0,5,6,5,1,0,0,2,0,0,0,3,2,0,0,0,0,5,5,0,0,91,2,0,1,271,8124,3.335795175
1946,Truman,Democratic,0,0,7,1,1,0,0,0,7,3,2,0,7,0,35,5,0,0,0,0,0,0,2,3,1,0,14,0,0,13,0,0,0,0,1,1,4,0,0,2,0,0,0,6,3,0,0,0,0,2,2,0,0,278,5,1,20,426,27722,1.536685665
1947,Truman,Democratic,0,0,7,0,0,1,0,0,0,0,3,0,2,0,19,0,0,0,0,0,0,0,0,1,0,0,7,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,3,3,0,0,31,1,1,3,94,6033,1.558097132
1948,Truman,Democratic,0,0,0,0,1,0,0,0,0,0,2,0,2,0,7,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,31,0,1,0,52,5091,1.021410332
1949,Truman,Democratic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,18,3397,0.529879305
1950,Truman,Democratic,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,27,5126,0.526726492
1951,Truman,Democratic,0,0,1,0,1,1,0,0,0,0,0,0,12,0,17,0,0,0,0,0,0,0,8,1,0,0,16,0,0,1,0,1,0,5,1,1,19,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,13,1,1,1,110,3988,2.758274824
1952,Truman,Democratic,0,0,1,1,0,1,0,0,0,2,2,0,14,1,18,1,0,2,0,2,0,0,11,0,0,0,11,0,0,0,0,0,0,0,4,4,7,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,24,0,0,0,114,5334,2.137232846
1953,Truman,Democratic,0,1,1,2,1,1,0,0,0,1,15,0,2,0,25,1,0,3,0,0,1,0,7,0,0,0,19,0,0,0,1,0,0,2,0,0,35,4,0,1,0,0,0,8,1,0,2,0,0,0,0,0,0,83,0,0,2,219,9599,2.281487655
1954,Eisenhower,Republican,0,0,0,2,1,0,0,0,0,0,0,0,1,0,11,0,0,1,0,0,0,0,6,0,0,0,15,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,23,0,0,2,76,5974,1.272179444
1955,Eisenhower,Republican,0,0,0,2,6,0,0,0,0,1,0,0,1,1,22,0,0,1,0,0,0,0,1,1,0,0,28,0,0,1,3,0,0,0,0,0,2,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,28,1,0,0,107,7234,1.479126348
1956,Eisenhower,Republican,0,0,0,0,2,2,0,0,0,0,4,0,1,0,8,0,0,1,1,0,1,0,2,0,0,0,16,1,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,6,1,0,1,0,0,0,0,1,0,38,1,0,2,95,8245,1.152213463
1957,Eisenhower,Republican,0,0,0,0,0,0,0,0,0,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,10,0,1,0,42,4129,1.017195447
1958,Eisenhower,Republican,0,0,0,0,0,1,0,0,0,1,1,0,0,0,9,0,0,0,0,0,0,0,1,3,1,0,29,15,8,1,2,0,0,0,0,0,14,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,19,0,0,0,115,4911,2.341681939
1959,Eisenhower,Republican,0,0,0,0,0,1,0,0,1,0,4,0,2,0,11,0,0,0,0,0,0,0,0,2,2,0,10,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,20,0,0,0,68,4869,1.396590676
1960,Eisenhower,Republican,0,0,1,0,1,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,2,1,0,4,5,3,0,5,0,0,0,0,0,6,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,19,0,0,0,67,5628,1.19047619
1961,Eisenhower,Republican,0,0,1,0,3,1,0,0,0,0,0,0,2,1,14,0,0,1,0,1,0,0,3,3,3,0,5,5,3,0,6,0,0,1,1,1,3,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,25,2,1,0,91,6188,1.470588235
1962,Kennedy,Democratic,0,0,2,0,2,1,0,0,1,1,3,1,4,0,9,0,0,0,0,1,0,0,0,2,2,0,9,2,2,0,6,0,0,0,0,0,1,1,0,1,0,0,0,3,2,0,0,0,0,2,1,0,0,14,0,0,0,73,6436,1.134244873
1963,Kennedy,Democratic,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,0,0,0,2,0,0,2,0,0,0,4,1,0,0,13,0,0,0,0,0,4,2,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,17,0,2,0,65,5326,1.220428089
1964,Johnson,Democratic,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13,0,0,0,27,3187,0.847191716
1965,Johnson,National Union   [i]   ( Democratic )   [j],0,0,0,0,0,2,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,17,0,0,0,40,4394,0.910332271
1966,Johnson,National Union   [i]   ( Democratic )   [j],0,0,0,4,1,8,0,0,1,2,1,0,7,0,13,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,2,2,1,4,0,3,0,0,0,1,1,0,0,0,0,0,0,0,34,28,0,3,0,122,5255,2.321598478
1967,Johnson,Democratic,0,0,1,2,2,5,0,0,0,3,1,0,8,0,9,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,4,0,0,1,0,0,7,2,0,2,1,0,0,5,4,2,0,0,0,2,2,0,23,40,0,0,0,133,7111,1.870341724
1968,Johnson,Democratic,0,0,0,3,1,1,0,0,0,2,0,0,1,0,9,0,0,0,0,3,1,0,1,0,0,0,3,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,5,13,0,0,0,55,4855,1.132852729
1969,Johnson,National Union   [i]   ( Democratic )   [j],0,1,0,2,0,2,0,0,0,0,2,0,1,0,5,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,4,0,0,0,38,4107,0.925249574
1970,Nixon,Republican,0,0,0,1,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,20,0,2,0,43,4455,0.965207632
1971,Nixon,Republican,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,20,4475,0.446927374
1972,Nixon,Republican,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,1,20,0,1,1,44,3967,1.109150492
1973,Nixon,Republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8,1655,0.483383686
1974,Nixon,Republican,0,0,0,1,0,0,0,0,0,0,1,0,5,0,6,0,0,0,0,5,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,1,1,0,0,26,0,1,0,66,5154,1.280558789
1975,Ford,Republican,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,1,0,0,0,6,0,0,0,6,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,0,0,0,33,4103,0.804289544
1976,Ford,Republican,0,0,0,0,0,4,0,0,1,0,4,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,52,4951,1.05029287
1977,Ford,Republican,0,0,0,2,0,2,0,0,0,0,1,0,1,0,12,0,0,0,0,0,1,0,1,2,0,0,3,2,0,0,7,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,18,1,1,0,62,4640,1.336206897
1978,Carter,Democratic,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,16,0,1,0,47,4580,1.026200873
1979,Carter,Democratic,0,1,0,0,1,1,0,0,1,0,1,0,4,0,11,0,0,1,0,0,3,0,0,2,2,0,3,1,1,0,13,0,0,0,0,0,6,1,0,0,0,0,0,5,2,1,2,0,0,0,0,0,0,10,0,1,0,74,3243,2.281837805
1980,Carter,Democratic,8,0,0,0,0,3,0,0,0,0,1,0,1,0,12,0,0,6,0,1,5,0,1,0,0,0,13,1,0,0,6,0,0,0,0,0,32,2,0,2,2,0,0,10,3,0,1,0,0,4,4,0,0,8,0,1,0,127,3396,3.739693757
1981,Carter,Democratic,18,0,3,2,6,10,0,0,0,0,1,0,5,0,83,1,0,15,5,5,13,0,3,6,2,0,29,6,3,3,45,0,0,0,0,0,63,5,0,1,1,0,0,32,16,3,4,0,0,1,1,0,10,68,1,2,0,472,33564,1.406268621
1982,Reagan,Republican,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,8,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,10,0,0,0,45,5195,0.866217517
1983,Reagan,Republican,0,0,0,0,0,1,1,0,0,0,4,0,2,0,10,0,0,0,0,1,0,0,0,0,0,0,4,2,1,0,1,0,0,0,0,0,8,2,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,14,0,0,0,57,5572,1.022972003
1984,Reagan,Republican,0,1,0,0,1,0,0,0,0,1,2,1,0,0,11,3,0,0,0,1,0,0,0,1,1,0,3,0,0,0,3,0,0,0,1,1,4,5,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,63,4973,1.266840941
1985,Reagan,Republican,1,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,5,0,0,0,0,0,4,2,0,1,0,1,1,3,2,0,0,0,0,0,0,0,2,13,0,0,0,47,4250,1.105882353
